feature_idx,feature_name,cohens_d,abs_cohens_d,t_statistic,p_value,clear_mean,smash_mean,clear_std,smash_std
28,l_forearm_vertical_angle,0.0086480420973672,0.0086480420973672,0.30362712124412755,0.7614247424991251,82.92942293511234,82.65810827909084,31.143141368205676,31.62109693476499
49,r_forearm_length_vel,-0.0068991463788189615,0.0068991463788189615,-0.24222793929215114,0.8086135778958139,-6.952787369808556e-05,-6.462259558519263e-05,0.0007109849943160104,0.000710682833700099
33,r_wrist_depth_vel,-0.0066901841740276795,0.0066901841740276795,-0.23488956642746733,0.8143041595213286,0.00010424460804482512,0.0001143127758364196,0.0015100339810955913,0.0014983464572249242
17,shoulder_rotation,-0.00513930415372381,0.00513930415372381,-0.18043761900478983,0.8568164067243431,4.4007472458908214,4.789365098062008,75.47332835858177,75.74841750991247
11,r_elbow_height_rel,0.004537132488251373,0.004537132488251373,0.1592957953027857,0.8734423296117968,0.013895080446841346,0.013661893833369543,0.051005568190108146,0.05181643139050868
31,l_arm_extension_vel,0.004532815300670762,0.004532815300670762,0.15914557784466848,0.8735606698660889,-8.037006077640529e-05,-8.557038418085402e-05,0.001155312304358023,0.0011374303837503542
29,l_wrist_elbow_vertical,0.004140730694182047,0.004140730694182047,0.14537839953394666,0.8844180348800822,0.007926286713709254,0.007788963200262128,0.032424671488909214,0.033978598460271466
52,r_forearm_horizontal_angle_vel,-0.003575432368532429,0.003575432368532429,-0.12553110047424143,0.9001082008996855,-0.014344109112770391,-0.005748251550232345,2.435183578876127,2.3669724598724744
35,r_wrist_depth_from_hip_vel,-0.0032013107452869686,0.0032013107452869686,-0.11239645907528188,0.9105136184322641,0.00021784259922460054,0.0002246902549741001,0.002303141153879354,0.0019325670183884373
2,arm_extension_ratio,-0.0026309280890469164,0.0026309280890469164,-0.0923701712169164,0.9264076744382125,1.42385705512387,1.4266216805792276,0.906166554247558,1.1950144657736566
26,r_arm_plane_vertical,-0.0024879482878869103,0.0024879482878869103,-0.08735024573927143,0.9303966480950163,-0.09037539270883277,-0.08965679649815025,0.28554739493207537,0.2924291585459388
16,torso_lean,0.0016714733088849115,0.0016714733088849115,0.058684338398318214,0.9532059018446013,-38.07177509763918,-38.18727968653241,69.07172131587203,69.10991368692662
22,r_forearm_horizontal_angle,-0.0016282223032836848,0.0016282223032836848,-0.057165823780481226,0.9544154086808233,11.470725126176358,11.630602562404727,97.93104810360711,98.4468427777008
37,body_forward_lean_vel,-0.000526029017994732,0.000526029017994732,-0.018468703038060554,0.9852656887078182,0.00010772504060058072,0.00010830647549685114,0.0011341846273833001,0.0010707459996899965
